,name,store_page,full_price,discount,final_price,category
3102,Escape Goat,https://www.gog.com/game/escape_goat,99,,99,action
3103,Giana Sisters: Rise of the Owlverlord,https://www.gog.com/game/giana_sisters_rise_of_the_owlverlord,99,,99,action
3104,Итан: охотник за метеоритами,https://www.gog.com/game/ethan_meteor_hunter,249,,249,action
3105,Тук-тук-тук!,https://www.gog.com/game/knock_knock,249,,249,action
3106,The Swapper,https://www.gog.com/game/the_swapper,959,,959,action
3107,Deadly Premonition: Director's Cut,https://www.gog.com/game/deadly_premonition_directors_cut,449,,449,action
3108,Valdis Story: Abyssal City,https://www.gog.com/game/valdis_story_abyssal_city,299,,299,action
3109,Sang-Froid: Tales of Werewolves,https://www.gog.com/game/sangfroid_tales_of_werewolves,0,,0,action
3110,Super Hexagon,https://www.gog.com/game/super_hexagon,59,,59,action
3111,American McGee's Grimm,https://www.gog.com/game/american_mcgees_grimm,249,,249,action
3112,Dustforce DX,https://www.gog.com/game/dustforce_dx,199,,199,action
3113,Mr. Bree+,https://www.gog.com/game/mr_bree,79,,79,action
3114,Unmechanical: Extended,https://www.gog.com/game/unmechanical,249,,249,action
3115,Prince of Persia: The Two Thrones,https://www.gog.com/game/prince_of_persia_the_two_thrones,599,,599,action
3116,Prince of Persia,https://www.gog.com/game/prince_of_persia,599,,599,action
3117,La-Mulana,https://www.gog.com/game/la_mulana,349,,349,action
3118,Giana Sisters: Twisted Dreams,https://www.gog.com/game/giana_sisters_twisted_dreams,349,,349,action
3119,Bioforge,https://www.gog.com/game/bioforge,199,,199,action
3120,Dangerous Dave Pack,https://www.gog.com/game/dangerous_dave_pack,149,,149,action
3121,Pid,https://www.gog.com/game/pid,249,,249,action
3122,Street Fighter Alpha 2,https://www.gog.com/game/street_fighter_alpha_2,389,,389,action
3123,Terminal Velocity,https://www.gog.com/game/terminal_velocity,149,,149,action
3124,The Real Texas,https://www.gog.com/game/the_real_texas,349,,349,action
3125,Capsized,https://www.gog.com/game/capsized,179,,179,action
3126,Shattered Haven,https://www.gog.com/game/shattered_haven,249,,249,action
3127,Похождения Барда,https://www.gog.com/game/the_bards_tale,435,,435,action
3128,Ultimate Body Blows,https://www.gog.com/game/ultimate_body_blows,149,,149,action
3129,Waking Mars,https://www.gog.com/game/waking_mars,249,,249,action
3130,Realms of Chaos,https://www.gog.com/game/realms_of_chaos,149,,149,action
3131,Secret Agent,https://www.gog.com/game/secret_agent,149,,149,action
3132,Anodyne,https://www.gog.com/game/anodyne,299,,299,action
3133,Syndicate Wars™,https://www.gog.com/game/syndicate_wars,199,,199,action
3134,Signal Ops,https://www.gog.com/game/signal_ops,249,,249,action
3135,Don't Starve,https://www.gog.com/game/dont_starve,349,,349,action
3136,Two Worlds II: Epic Edition,https://www.gog.com/game/two_worlds_2_epic_edition,449,,449,action
3137,Deathtrap Dungeon,https://www.gog.com/game/deathtrap_dungeon,149,,149,action
3138,Unepic,https://www.gog.com/game/unepic,289,,289,action
3139,Rogue Legacy,https://www.gog.com/game/rogue_legacy,349,,349,action
3140,Brutal Legend,https://www.gog.com/game/brutal_legend,349,,349,action
3141,The Penumbra Collection,https://www.gog.com/game/the_penumbra_collection,249,,249,action
3142,InFlux,https://www.gog.com/game/influx,249,,249,action
3143,Ittle Dew,https://www.gog.com/game/ittle_dew,249,,249,action
3144,Guacamelee! Gold Edition,https://www.gog.com/game/guacamelee_gold_edition,489,,489,action
3145,Tales From Space: Mutant Blobs Attack,https://www.gog.com/game/tales_from_space_mutant_blobs_attack,259,,259,action
3146,Megabyte Punch,https://www.gog.com/game/megabyte_punch,299,,299,action
3147,Volgarr the Viking,https://www.gog.com/game/volgarr_the_viking,249,,249,action
3148,Gateways,https://www.gog.com/game/gateways,99,,99,action
3149,"Adventures of Shuggy, The",https://www.gog.com/game/the_adventures_of_shuggy,99,,99,action
3150,Escape Goat,https://www.gog.com/game/escape_goat,99,,99,action
3151,Giana Sisters: Rise of the Owlverlord,https://www.gog.com/game/giana_sisters_rise_of_the_owlverlord,99,,99,action
3152,Итан: охотник за метеоритами,https://www.gog.com/game/ethan_meteor_hunter,249,,249,action
3153,Тук-тук-тук!,https://www.gog.com/game/knock_knock,249,,249,action
3154,The Swapper,https://www.gog.com/game/the_swapper,959,,959,action
3155,Deadly Premonition: Director's Cut,https://www.gog.com/game/deadly_premonition_directors_cut,449,,449,action
3156,Valdis Story: Abyssal City,https://www.gog.com/game/valdis_story_abyssal_city,299,,299,action
3157,Sang-Froid: Tales of Werewolves,https://www.gog.com/game/sangfroid_tales_of_werewolves,0,,0,action
3158,Super Hexagon,https://www.gog.com/game/super_hexagon,59,,59,action
3159,American McGee's Grimm,https://www.gog.com/game/american_mcgees_grimm,249,,249,action
3160,Dustforce DX,https://www.gog.com/game/dustforce_dx,199,,199,action
3161,Mr. Bree+,https://www.gog.com/game/mr_bree,79,,79,action
3162,Fist Puncher,https://www.gog.com/game/fist_puncher,249,,249,action
3163,Trine 2: Complete Story,https://www.gog.com/game/trine_2_complete_story,449,,449,action
3164,Depths of Peril,https://www.gog.com/game/depths_of_peril,249,,249,action
3165,Stick it to the Man!,https://www.gog.com/game/stick_it_to_the_man,195,,195,action
3166,Super Puzzle Platformer Deluxe,https://www.gog.com/game/super_puzzle_platformer_deluxe,189,,189,action
3167,Summoner,https://www.gog.com/game/summoner,99,,99,action
3168,Fractured Soul,https://www.gog.com/game/fractured_soul,249,,249,action
3169,Hitman 3: Contracts,https://www.gog.com/game/hitman_contracts,149,,149,action
3170,Sword of the Samurai,https://www.gog.com/game/sword_of_the_samurai,169,,169,action
3171,Luftrausers,https://www.gog.com/game/luftrausers,249,,249,action
3172,Escape Goat 2,https://www.gog.com/game/escape_goat_2,249,,249,action
3173,Beatbuddy: Tale of the Guardians,https://www.gog.com/game/beatbuddy_tale_of_the_guardians,249,,249,action
3174,Risen 2: Тёмные воды. Золотое издание,https://www.gog.com/game/risen_2_dark_waters_gold_edition,399,,399,action
3175,BlazBlue Calamity Trigger,https://www.gog.com/game/blazblue_calamity_trigger,249,,249,action
3176,Risen 2: Тёмные воды - Улучшение до золотого издания,https://www.gog.com/game/risen_2_dark_waters_gold_edition_upgrade,439,,439,action
3177,Don't Starve: Reign of Giants,https://www.gog.com/game/dont_starve_reign_of_giants,129,,129,action
3178,Sudeki,https://www.gog.com/game/sudeki,149,,149,action
3179,Vertical Drop Heroes HD,https://www.gog.com/game/vertical_drop_heroes_hd,169,,169,action
3180,Outlast: Whistleblower,https://www.gog.com/game/outlast_whistleblower,119,,119,action
3181,Ascendant,https://www.gog.com/game/ascendant,249,,249,action
3182,Where Is My Heart?,https://www.gog.com/game/where_is_my_heart,189,,189,action
3183,Space Pirates and Zombies,https://www.gog.com/game/space_pirates_and_zombies,249,,249,action
3184,Monster Bash,https://www.gog.com/game/monster_bash,149,,149,action
3185,Mark of the Ninja,https://www.gog.com/game/mark_of_the_ninja,349,,349,action
3186,Tetrobot and Co.,https://www.gog.com/game/tetrobot_and_co,249,,249,action
3187,Blocks That Matter,https://www.gog.com/game/blocks_that_matter,99,,99,action
3188,Crawl,https://www.gog.com/game/crawl,349,,349,action
3189,Crystal Caves,https://www.gog.com/game/crystal_caves,149,,149,action
3190,Crimsonland,https://www.gog.com/game/crimsonland,299,,299,action
3191,Super Time Force Ultra,https://www.gog.com/game/super_time_force_ultra,349,,349,action
3192,Cosmo's Cosmic Adventure,https://www.gog.com/game/cosmos_cosmic_adventure,149,,149,action
3193,Guacamelee! Super Turbo Championship Edition,https://www.gog.com/game/guacamelee_super_turbo_championship_edition,489,,489,action
3194,Drox Operative,https://www.gog.com/game/drox_operative,419,,419,action
3195,Drox Operative: Invasion of the Ancients,https://www.gog.com/game/drox_operative_invasion_of_the_ancients,249,,249,action
3196,Din's Curse,https://www.gog.com/game/dins_curse,249,,249,action
3197,Din's Curse: Demon War,https://www.gog.com/game/dins_curse_demon_war,129,,129,action
3198,Magicmaker,https://www.gog.com/game/magicmaker,249,,249,action
3199,Neverending Nightmares,https://www.gog.com/game/neverending_nightmares,959,,959,action
3200,Mitsurugi Kamui Hikae,https://www.gog.com/game/mitsurugi_kamui_hikae,249,,249,action
3201,Starpoint Gemini 2,https://www.gog.com/game/starpoint_gemini_2,599,,599,action
3202,Wings!™ Remastered Edition,https://www.gog.com/game/wings_remastered,249,,249,action
3203,Wings (Emulated Amiga Edition),https://www.gog.com/game/wings_classic,149,,149,action
3204,Rocket Ranger (Emulated Amiga Edition),https://www.gog.com/game/rocket_ranger_emulated_amiga_edition,149,,149,action
3205,Shadows: Heretic Kingdoms,https://www.gog.com/game/shadows_heretic_kingdoms,1099,,1099,action
3206,Freedom Planet,https://www.gog.com/game/freedom_planet,349,,349,action
3207,Zombasite,https://www.gog.com/game/zombasite,419,,419,action
3208,This War of Mine: Stories - Father's Promise,https://www.gog.com/game/this_war_of_mine_stories_fathers_promise,59,,59,action
3209,The Surge - Fire & Ice Weapon Pack,https://www.gog.com/game/the_surge_fire_ice_weapon_pack,0,,0,action
3210,Fist Puncher,https://www.gog.com/game/fist_puncher,249,,249,action
3211,Trine 2: Complete Story,https://www.gog.com/game/trine_2_complete_story,449,,449,action
3212,Depths of Peril,https://www.gog.com/game/depths_of_peril,249,,249,action
3213,Stick it to the Man!,https://www.gog.com/game/stick_it_to_the_man,195,,195,action
3214,Super Puzzle Platformer Deluxe,https://www.gog.com/game/super_puzzle_platformer_deluxe,189,,189,action
3215,Summoner,https://www.gog.com/game/summoner,99,,99,action
3216,Fractured Soul,https://www.gog.com/game/fractured_soul,249,,249,action
3217,Hitman 3: Contracts,https://www.gog.com/game/hitman_contracts,149,,149,action
3218,Sword of the Samurai,https://www.gog.com/game/sword_of_the_samurai,169,,169,action
3219,Luftrausers,https://www.gog.com/game/luftrausers,249,,249,action
3220,Escape Goat 2,https://www.gog.com/game/escape_goat_2,249,,249,action
3221,Beatbuddy: Tale of the Guardians,https://www.gog.com/game/beatbuddy_tale_of_the_guardians,249,,249,action
3222,Risen 2: Тёмные воды. Золотое издание,https://www.gog.com/game/risen_2_dark_waters_gold_edition,399,,399,action
3223,BlazBlue Calamity Trigger,https://www.gog.com/game/blazblue_calamity_trigger,249,,249,action
3224,Risen 2: Тёмные воды - Улучшение до золотого издания,https://www.gog.com/game/risen_2_dark_waters_gold_edition_upgrade,439,,439,action
3225,Don't Starve: Reign of Giants,https://www.gog.com/game/dont_starve_reign_of_giants,129,,129,action
3226,Sudeki,https://www.gog.com/game/sudeki,149,,149,action
3227,Vertical Drop Heroes HD,https://www.gog.com/game/vertical_drop_heroes_hd,169,,169,action
3228,Outlast: Whistleblower,https://www.gog.com/game/outlast_whistleblower,119,,119,action
3229,Ascendant,https://www.gog.com/game/ascendant,249,,249,action
3230,Where Is My Heart?,https://www.gog.com/game/where_is_my_heart,189,,189,action
3231,Space Pirates and Zombies,https://www.gog.com/game/space_pirates_and_zombies,249,,249,action
3232,Monster Bash,https://www.gog.com/game/monster_bash,149,,149,action
3233,Mark of the Ninja,https://www.gog.com/game/mark_of_the_ninja,349,,349,action
3234,Tetrobot and Co.,https://www.gog.com/game/tetrobot_and_co,249,,249,action
3235,Blocks That Matter,https://www.gog.com/game/blocks_that_matter,99,,99,action
3236,Crawl,https://www.gog.com/game/crawl,349,,349,action
3237,Crystal Caves,https://www.gog.com/game/crystal_caves,149,,149,action
3238,Crimsonland,https://www.gog.com/game/crimsonland,299,,299,action
3239,Super Time Force Ultra,https://www.gog.com/game/super_time_force_ultra,349,,349,action
3240,Cosmo's Cosmic Adventure,https://www.gog.com/game/cosmos_cosmic_adventure,149,,149,action
3241,Guacamelee! Super Turbo Championship Edition,https://www.gog.com/game/guacamelee_super_turbo_championship_edition,489,,489,action
3242,Drox Operative,https://www.gog.com/game/drox_operative,419,,419,action
3243,Drox Operative: Invasion of the Ancients,https://www.gog.com/game/drox_operative_invasion_of_the_ancients,249,,249,action
3244,Din's Curse,https://www.gog.com/game/dins_curse,249,,249,action
3245,Din's Curse: Demon War,https://www.gog.com/game/dins_curse_demon_war,129,,129,action
3246,Magicmaker,https://www.gog.com/game/magicmaker,249,,249,action
3247,Neverending Nightmares,https://www.gog.com/game/neverending_nightmares,959,,959,action
3248,Mitsurugi Kamui Hikae,https://www.gog.com/game/mitsurugi_kamui_hikae,249,,249,action
3249,Starpoint Gemini 2,https://www.gog.com/game/starpoint_gemini_2,599,,599,action
3250,Wings!™ Remastered Edition,https://www.gog.com/game/wings_remastered,249,,249,action
3251,Wings (Emulated Amiga Edition),https://www.gog.com/game/wings_classic,149,,149,action
3252,Rocket Ranger (Emulated Amiga Edition),https://www.gog.com/game/rocket_ranger_emulated_amiga_edition,149,,149,action
3253,Shadows: Heretic Kingdoms,https://www.gog.com/game/shadows_heretic_kingdoms,1099,,1099,action
3254,Freedom Planet,https://www.gog.com/game/freedom_planet,349,,349,action
3255,Zombasite,https://www.gog.com/game/zombasite,419,,419,action
3256,This War of Mine: Stories - Father's Promise,https://www.gog.com/game/this_war_of_mine_stories_fathers_promise,59,,59,action
3257,The Surge - Fire & Ice Weapon Pack,https://www.gog.com/game/the_surge_fire_ice_weapon_pack,0,,0,action
3258,Heroes of Might and Magic® 3: Complete,https://www.gog.com/game/heroes_of_might_and_magic_3_complete_edition,599,,599,strategy
3259,Homeworld® Remastered Collection,https://www.gog.com/game/homeworld_remastered_collection,599,-80%,119,strategy
3260,STAR WARS™ Empire at War: Gold Pack,https://www.gog.com/game/star_wars_empire_at_war_gold_pack,450,-65%,159,strategy
3261,Warcraft I & II Bundle,https://www.gog.com/game/warcraft_bundle,699,,699,strategy
3262,"Warhammer 40,000: Mechanicus",https://www.gog.com/game/warhammer_40000_mechanicus,799,-50%,400,strategy
3263,Homeworld: Deserts of Kharak,https://www.gog.com/game/homeworld_deserts_of_kharak,899,-75%,229,strategy
3264,Caesar™ IV,https://www.gog.com/game/caesar_iv,349,-40%,209,strategy
3265,Emperor: Rise of the Middle Kingdom,https://www.gog.com/game/emperor_rise_of_the_middle_kingdom,149,-47%,79,strategy
3266,Warcraft II Battle.net Edition,https://www.gog.com/game/warcraft_2_battlenet_edition,449,,449,strategy
3267,Heroes of Might and Magic® 4: Complete,https://www.gog.com/game/heroes_of_might_and_magic_4_complete,599,,599,strategy
3268,Worms: Армагеддон,https://www.gog.com/game/worms_armageddon,349,-77%,79,strategy
3269,Empire Earth Gold Edition,https://www.gog.com/game/empire_earth_gold_edition,389,,389,strategy
3270,Heroes of Might and Magic® 5: Bundle,https://www.gog.com/game/heroes_of_might_and_magic_5_bundle,999,,999,strategy
3271,Homeworld: Emergence,https://www.gog.com/game/homeworld_emergence,249,-80%,49,strategy
3272,STAR WARS™ Galactic Battlegrounds Saga,https://www.gog.com/game/star_wars_galactic_battlegrounds_saga,159,-63%,59,strategy
3273,Sid Meier's Alpha Centauri™ Planetary Pack,https://www.gog.com/game/sid_meiers_alpha_centauri,199,-75%,49,strategy
3274,Factorio,https://www.gog.com/game/factorio,1919,,1919,strategy
3275,World in Conflict: Complete Edition,https://www.gog.com/game/world_in_conflict_complete_edition,599,,599,strategy
3276,Empire Earth 2 Gold Edition,https://www.gog.com/game/empire_earth_2_gold,649,,649,strategy
3277,Submarine Titans,https://www.gog.com/game/submarine_titans,154,-10%,139,strategy
3278,BATTLETECH - Season Pass,https://www.gog.com/game/battletech_season_pass,930,,930,strategy
3279,Worms W.M.D,https://www.gog.com/game/worms_wmd,1299,-65%,449,strategy
3280,Pharaoh + Cleopatra,https://www.gog.com/game/pharaoh_cleopatra,349,,349,strategy
3281,Slay the Spire,https://www.gog.com/game/slay_the_spire,465,,465,strategy
3282,Heroes of Might and Magic® 2: Gold,https://www.gog.com/game/heroes_of_might_and_magic_2_gold_edition,599,,599,strategy
3283,Settlers® 3: Ultimate Collection,https://www.gog.com/game/the_settlers_3_ultimate_collection,599,,599,strategy
3284,Sid Meier's Civilization IV®: The Complete Edition,https://www.gog.com/game/sid_meiers_civilization_iv_the_complete_edition,749,,749,strategy
3285,Worms World Party Remastered,https://www.gog.com/game/worms_world_party_remastered,349,-74%,89,strategy
3286,Imperator: Rome - Deluxe Edition,https://www.gog.com/game/imperator_rome_deluxe_edition,1039,,1039,strategy
3287,XCOM: Enemy Unknown Complete Pack,https://www.gog.com/game/xcom_enemy_unknown_complete_pack,1699,,1699,strategy
3288,Attack of the Earthlings,https://www.gog.com/game/attack_of_the_earthlings,435,-50%,219,strategy
3289,"Warhammer 40,000: Mechanicus - Heretek",https://www.gog.com/game/warhammer_40000_mechanicus_heretek,399,-30%,279,strategy
3290,STAR WARS™ Rebellion,https://www.gog.com/game/star_wars_rebellion,159,-63%,59,strategy
3291,Zeus + Poseidon (Acropolis),https://www.gog.com/game/zeus_poseidon,349,,349,strategy
3292,Warlords III: Darklords Rising,https://www.gog.com/game/warlords_iii_darklords_rising,389,,389,strategy
3293,Disciples 2 Gold,https://www.gog.com/game/disciples_2_gold,199,,199,strategy
3294,Dungeon Keeper™ 2,https://www.gog.com/game/dungeon_keeper_2,249,,249,strategy
3295,Caesar II,https://www.gog.com/game/caesar_ii,149,-20%,119,strategy
3296,Age of Wonders: Planetfall,https://www.gog.com/game/age_of_wonders_planetfall,930,,930,strategy
3297,Dungeon Keeper Gold™,https://www.gog.com/game/dungeon_keeper,249,,249,strategy
3298,Warcraft: Orcs and Humans,https://www.gog.com/game/warcraft_orcs_and_humans,289,,289,strategy
3299,"Colonization, Sid Meier's",https://www.gog.com/game/sid_meiers_colonization,169,-71%,49,strategy
3300,The Settlers® 2: 10th Anniversary,https://www.gog.com/game/the_settlers_2_10th_anniversary,599,,599,strategy
3301,Frostpunk: Сезонный абонемент,https://www.gog.com/game/frostpunk_season_pass,499,,499,strategy
3302,"Warhammer 40,000: Mechanicus - Heretek+ Edition ",https://www.gog.com/game/warhammer_40000_mechanicus_heretek_edition,449,-29%,319,strategy
3303,Populous™: The Beginning,https://www.gog.com/game/populous_the_beginning,199,,199,strategy
3304,Pizza Connection 3,https://www.gog.com/game/pizza_connection_3,639,-59%,259,strategy
3305,Empires: Dawn of the Modern World,https://www.gog.com/game/empires_dawn_of_the_modern_world,249,,249,strategy
3306,Heroes of Might and Magic® 3: Complete,https://www.gog.com/game/heroes_of_might_and_magic_3_complete_edition,599,,599,strategy
3307,Homeworld® Remastered Collection,https://www.gog.com/game/homeworld_remastered_collection,599,-80%,119,strategy
3308,STAR WARS™ Empire at War: Gold Pack,https://www.gog.com/game/star_wars_empire_at_war_gold_pack,450,-65%,159,strategy
3309,Warcraft I & II Bundle,https://www.gog.com/game/warcraft_bundle,699,,699,strategy
3310,"Warhammer 40,000: Mechanicus",https://www.gog.com/game/warhammer_40000_mechanicus,799,-50%,400,strategy
3311,Homeworld: Deserts of Kharak,https://www.gog.com/game/homeworld_deserts_of_kharak,899,-75%,229,strategy
3312,Caesar™ IV,https://www.gog.com/game/caesar_iv,349,-40%,209,strategy
3313,Emperor: Rise of the Middle Kingdom,https://www.gog.com/game/emperor_rise_of_the_middle_kingdom,149,-47%,79,strategy
3314,Warcraft II Battle.net Edition,https://www.gog.com/game/warcraft_2_battlenet_edition,449,,449,strategy
3315,Heroes of Might and Magic® 4: Complete,https://www.gog.com/game/heroes_of_might_and_magic_4_complete,599,,599,strategy
3316,Worms: Армагеддон,https://www.gog.com/game/worms_armageddon,349,-77%,79,strategy
3317,Empire Earth Gold Edition,https://www.gog.com/game/empire_earth_gold_edition,389,,389,strategy
3318,Heroes of Might and Magic® 5: Bundle,https://www.gog.com/game/heroes_of_might_and_magic_5_bundle,999,,999,strategy
3319,Homeworld: Emergence,https://www.gog.com/game/homeworld_emergence,249,-80%,49,strategy
3320,STAR WARS™ Galactic Battlegrounds Saga,https://www.gog.com/game/star_wars_galactic_battlegrounds_saga,159,-63%,59,strategy
3321,Sid Meier's Alpha Centauri™ Planetary Pack,https://www.gog.com/game/sid_meiers_alpha_centauri,199,-75%,49,strategy
3322,Factorio,https://www.gog.com/game/factorio,1919,,1919,strategy
3323,World in Conflict: Complete Edition,https://www.gog.com/game/world_in_conflict_complete_edition,599,,599,strategy
3324,Empire Earth 2 Gold Edition,https://www.gog.com/game/empire_earth_2_gold,649,,649,strategy
3325,Submarine Titans,https://www.gog.com/game/submarine_titans,154,-10%,139,strategy
3326,BATTLETECH - Season Pass,https://www.gog.com/game/battletech_season_pass,930,,930,strategy
3327,Worms W.M.D,https://www.gog.com/game/worms_wmd,1299,-65%,449,strategy
3328,Pharaoh + Cleopatra,https://www.gog.com/game/pharaoh_cleopatra,349,,349,strategy
3329,Slay the Spire,https://www.gog.com/game/slay_the_spire,465,,465,strategy
3330,Heroes of Might and Magic® 2: Gold,https://www.gog.com/game/heroes_of_might_and_magic_2_gold_edition,599,,599,strategy
3331,Settlers® 3: Ultimate Collection,https://www.gog.com/game/the_settlers_3_ultimate_collection,599,,599,strategy
3332,Sid Meier's Civilization IV®: The Complete Edition,https://www.gog.com/game/sid_meiers_civilization_iv_the_complete_edition,749,,749,strategy
3333,Worms World Party Remastered,https://www.gog.com/game/worms_world_party_remastered,349,-74%,89,strategy
3334,Imperator: Rome - Deluxe Edition,https://www.gog.com/game/imperator_rome_deluxe_edition,1039,,1039,strategy
3335,XCOM: Enemy Unknown Complete Pack,https://www.gog.com/game/xcom_enemy_unknown_complete_pack,1699,,1699,strategy
3336,Attack of the Earthlings,https://www.gog.com/game/attack_of_the_earthlings,435,-50%,219,strategy
3337,"Warhammer 40,000: Mechanicus - Heretek",https://www.gog.com/game/warhammer_40000_mechanicus_heretek,399,-30%,279,strategy
3338,STAR WARS™ Rebellion,https://www.gog.com/game/star_wars_rebellion,159,-63%,59,strategy
3339,Zeus + Poseidon (Acropolis),https://www.gog.com/game/zeus_poseidon,349,,349,strategy
3340,Warlords III: Darklords Rising,https://www.gog.com/game/warlords_iii_darklords_rising,389,,389,strategy
3341,Disciples 2 Gold,https://www.gog.com/game/disciples_2_gold,199,,199,strategy
3342,Dungeon Keeper™ 2,https://www.gog.com/game/dungeon_keeper_2,249,,249,strategy
3343,Caesar II,https://www.gog.com/game/caesar_ii,149,-20%,119,strategy
3344,Age of Wonders: Planetfall,https://www.gog.com/game/age_of_wonders_planetfall,930,,930,strategy
3345,Dungeon Keeper Gold™,https://www.gog.com/game/dungeon_keeper,249,,249,strategy
3346,Warcraft: Orcs and Humans,https://www.gog.com/game/warcraft_orcs_and_humans,289,,289,strategy
3347,"Colonization, Sid Meier's",https://www.gog.com/game/sid_meiers_colonization,169,-71%,49,strategy
3348,The Settlers® 2: 10th Anniversary,https://www.gog.com/game/the_settlers_2_10th_anniversary,599,,599,strategy
3349,Frostpunk: Сезонный абонемент,https://www.gog.com/game/frostpunk_season_pass,499,,499,strategy
3350,"Warhammer 40,000: Mechanicus - Heretek+ Edition ",https://www.gog.com/game/warhammer_40000_mechanicus_heretek_edition,449,-29%,319,strategy
3351,Populous™: The Beginning,https://www.gog.com/game/populous_the_beginning,199,,199,strategy
3352,Pizza Connection 3,https://www.gog.com/game/pizza_connection_3,639,-59%,259,strategy
3353,Empires: Dawn of the Modern World,https://www.gog.com/game/empires_dawn_of_the_modern_world,249,,249,strategy
3354,Sid Meier's Civilization® III Complete,https://www.gog.com/game/sid_meiers_civilization_iii_complete,279,,279,strategy
3355,Empire Earth 3,https://www.gog.com/game/empire_earth_3,649,,649,strategy
3356,Theme Hospital,https://www.gog.com/game/theme_hospital,199,,199,strategy
3357,The Settlers® 2: Gold Edition,https://www.gog.com/game/the_settlers_2_gold_edition,599,,599,strategy
3358,The Settlers® 4: Gold Edition,https://www.gog.com/game/the_settlers_4_gold_edition,599,,599,strategy
3359,BATTLETECH,https://www.gog.com/game/battletech_game,725,,725,strategy
3360,Heroes Chronicles: All Chapters,https://www.gog.com/game/heroes_chronicles_all_chapters,599,,599,strategy
3361,FTL: Advanced Edition,https://www.gog.com/game/faster_than_light,249,,249,strategy
3362,Homeworld: Deserts of Kharak - Soban Fleet Pack,https://www.gog.com/game/deserts_of_kharak_soban_fleet_pack,169,-71%,49,strategy
3363,Dawn of Man,https://www.gog.com/game/dawn_of_man,465,,465,strategy
3364,Master of Magic,https://www.gog.com/game/master_of_magic,149,,149,strategy
3365,Homeworld® Remastered Soundtrack,https://www.gog.com/game/homeworld_remastered_soundtrack,379,-74%,99,strategy
3366,Caesar,https://www.gog.com/game/caesar,149,-20%,119,strategy
3367,Stronghold Crusader HD,https://www.gog.com/game/stronghold_crusader,249,,249,strategy
3368,Homeworld: Deserts of Kharak - Khaaneph Fleet Pack,https://www.gog.com/game/deserts_of_kharak_khaaneph_fleet_pack,169,-77%,39,strategy
3369,Into the Breach,https://www.gog.com/game/into_the_breach,349,,349,strategy
3370,Heroes of Might and Magic®,https://www.gog.com/game/heroes_of_might_and_magic,599,,599,strategy
3371,Stellaris,https://www.gog.com/game/stellaris,699,,699,strategy
3372,S.W.I.N.E. HD Remaster,https://www.gog.com/game/swine_hd_remaster,259,-15%,220,strategy
3373,Stellaris: Lithoids Species Pack,https://www.gog.com/game/stellaris_lithoids_species_pack,195,,195,strategy
3374,BATTLETECH - Heavy Metal,https://www.gog.com/game/battletech_heavy_metal,435,,435,strategy
3375,Castles 1+2,https://www.gog.com/game/castles_castles_2,249,-64%,89,strategy
3376,Battle Realms + Winter of the Wolf,https://www.gog.com/game/battle_realms_winter_of_the_wolf,649,,649,strategy
3377,Stellaris: Ancient Relics Story Pack,https://www.gog.com/game/stellaris_ancient_relics_story_pack,259,,259,strategy
3378,Majesty Gold HD,https://www.gog.com/game/majesty_gold_hd,199,,199,strategy
3379,Warlords I + II,https://www.gog.com/game/warlords_i_ii,389,,389,strategy
3380,Kingdoms and Castles,https://www.gog.com/game/kingdoms_castles,249,,249,strategy
3381,Homeworld: Deserts of Kharak - Expedition Guide,https://www.gog.com/game/deserts_of_kharak_expedition_guide,149,-74%,39,strategy
3382,Foundation,https://www.gog.com/game/foundation,515,,515,strategy
3383,Stellaris: Apocalypse,https://www.gog.com/game/stellaris_apocalypse,435,,435,strategy
3384,Overland,https://www.gog.com/game/overland,465,,465,strategy
3385,Worms Forts: Under Siege,https://www.gog.com/game/worms_forts_under_siege,149,-74%,39,strategy
3386,Fate Hunters,https://www.gog.com/game/fate_hunters,360,,360,strategy
3387,Battle Brothers - Warriors of the North,https://www.gog.com/game/battle_brothers_warriors_of_the_north,199,,199,strategy
3388,Stronghold HD,https://www.gog.com/game/stronghold,149,,149,strategy
3389,Master of Orion 1+2,https://www.gog.com/game/master_of_orion_1_2,199,,199,strategy
3390,Panzer General 2,https://www.gog.com/game/panzer_general_2,599,,599,strategy
3391,Worms 2,https://www.gog.com/game/worms_2,149,-74%,39,strategy
3392,Frostpunk,https://www.gog.com/game/frostpunk,599,,599,strategy
3393,Pizza Tycoon 2,https://www.gog.com/game/pizza_connection_2,149,-67%,49,strategy
3394,Pizza Tycoon,https://www.gog.com/game/pizza_connection,149,-67%,49,strategy
3395,Close Combat 5: Invasion: Normandy - Utah Beach to Cherbourg,https://www.gog.com/game/close_combat_5_invasion_normandy_utah_beach_to_cherbourg,249,,249,strategy
3396,Fantasy General II - Invasion Hero Edition,https://www.gog.com/game/fantasy_general_ii_invasion_hero_edition,1085,,1085,strategy
3397,Age of Wonders: Planetfall - Revelations,https://www.gog.com/game/age_of_wonders_planetfall_revelations,360,,360,strategy
3398,Total Annihilation: Commander Pack,https://www.gog.com/game/total_anihilation_commander_pack,199,,199,strategy
3399,Knights and Merchants: The Peasants Rebellion,https://www.gog.com/game/knights_and_merchants_the_peasants_rebellion,169,,169,strategy
3400,Worms United,https://www.gog.com/game/worms_united,149,-74%,39,strategy
3401,Total Annihilation: Kingdoms + Iron Plague,https://www.gog.com/game/total_annihilation_kingdoms,199,,199,strategy
