,name,store_page,full_price,discount,final_price,category
595,Ground Control Anthology,https://www.gog.com/game/ground_control_expansion,389,,389,strategy
596,Startopia,https://www.gog.com/game/startopia,149,,149,strategy
597,Эадор. Сотворение,https://www.gog.com/game/eador_genesis,149,,149,strategy
598,Europa Universalis,https://www.gog.com/game/europa_universalis,149,,149,strategy
599,Imperium Galactica,https://www.gog.com/game/imperium_galactica,199,,199,strategy
600,Age of Wonders 3 - Golden Realms,https://www.gog.com/game/age_of_wonders_3_golden_realms,279,,279,strategy
601,Stars in Shadow: Legacies,https://www.gog.com/game/stars_in_shadow_legacies,169,,169,strategy
602,Alien Nations,https://www.gog.com/game/alien_nations,99,,99,strategy
603,"Warhammer 40,000 Gladius – Reinforcement Pack",https://www.gog.com/game/warhammer_40000_gladius_reinforcement_pack,319,,319,strategy
604,Democracy 3: Social Engineering,https://www.gog.com/game/democracy_3_social_engineering,129,,129,strategy
605,Democracy 3: Extremism,https://www.gog.com/game/democracy_3_extremism,129,,129,strategy
606,Democracy 3: Clones and Drones,https://www.gog.com/game/democracy_3_clones_and_drones,149,,149,strategy
607,В тылу врага 2,https://www.gog.com/game/faces_of_war,99,,99,strategy
608,Cossacks 3: Rise to Glory,https://www.gog.com/game/cossacks_3_rise_to_glory,299,,299,strategy
609,Dark Reign 2,https://www.gog.com/game/dark_reign_2,249,,249,strategy
610,Pizza Connection 3 OST,https://www.gog.com/game/pizza_connection_3_ost,104,,104,strategy
611,Jagged Alliance: Deadly Games,https://www.gog.com/game/jagged_alliance_deadly_games,129,,129,strategy
612,Offworld Trading Company - OST,https://www.gog.com/game/offworld_trading_company_ost,249,,249,strategy
613,80 Days,https://www.gog.com/game/80_days,249,,249,strategy
614,Galactic Civilizations III - Lost Treasures DLC,https://www.gog.com/game/galactic_civilizations_iii_lost_treasures_dlc,99,,99,strategy
615,Galactic Civilizations III - Precursor Worlds DLC,https://www.gog.com/game/galactic_civilizations_iii_precursor_worlds,99,,99,strategy
616,8-bit Armies - Guardians Campaign,https://www.gog.com/game/8bit_armies_guardians_campaign,99,,99,strategy
617,BATTLETECH - Shadow Hawk Pack,https://www.gog.com/game/battletech_shadowhawk_pack,102,,102,strategy
618,Craft The World - Sisters in Arms,https://www.gog.com/game/craft_the_world_sisters_in_arms,79,,79,strategy
619,Периметр,https://www.gog.com/game/perimeter,129,,129,strategy
620,Star Wolves 2,https://www.gog.com/game/star_wolves_2,99,,99,strategy
621,Nexus: The Jupiter Incident,https://www.gog.com/game/nexus_the_jupiter_incident,249,,249,strategy
622,Dungeons 2: A Chance of Dragons,https://www.gog.com/game/dungeons_2_a_chance_of_dragons,79,,79,strategy
623,Dungeons 2: A Song of Sand and Fire,https://www.gog.com/game/dungeons_2_a_song_of_sand_and_fire,79,,79,strategy
624,UFO: Возмездие,https://www.gog.com/game/ufo_aftershock,129,,129,strategy
625,Cossacks 3: Guardians of the Highlands,https://www.gog.com/game/cossacks_3_guardians_of_the_highlands,329,,329,strategy
626,Cultures: Northland + 8th Wonder of the World,https://www.gog.com/game/cultures_34,299,,299,strategy
627,Circle Empires,https://www.gog.com/game/circle_empires,299,,299,strategy
628,Stellaris: Plantoids Species Pack,https://www.gog.com/game/stellaris_plantoids_species_pack,189,,189,strategy
629,Offworld Trading Company - Jupiter's Forge,https://www.gog.com/game/offworld_trading_company_jupiters_forge,349,,349,strategy
630,Sudden Strike 3,https://www.gog.com/game/sudden_strike_3,199,,199,strategy
631,Craft The World,https://www.gog.com/game/craft_the_world,399,,399,strategy
632,War for the Overworld: Heart of Gold,https://www.gog.com/game/war_for_the_overworld_heart_of_gold,189,,189,strategy
633,Fallen Haven: Liberation Day,https://www.gog.com/game/fallen_haven_liberation_day,389,,389,strategy
634,Patrician 1+2,https://www.gog.com/game/patrician_1_2,149,,149,strategy
635,X-Com: Apocalypse,https://www.gog.com/game/xcom_apocalypse,169,,169,strategy
636,Ghost Master,https://www.gog.com/game/ghost_master,99,,99,strategy
637,Антология Блицкриг,https://www.gog.com/game/blitzkrieg_anthology,129,,129,strategy
638,Zafehouse: Diaries,https://www.gog.com/game/zafehouse_diaries,59,,59,strategy
639,X-COM: Terror from the Deep,https://www.gog.com/game/xcom_terror_from_the_deep,169,,169,strategy
640,War Wind II: Human Onslaught,https://www.gog.com/game/war_wind_ii_human_onslaught,149,,149,strategy
641,Port Royale 2,https://www.gog.com/game/port_royale_2,99,,99,strategy
642,Celtic Kings: Rage of War,https://www.gog.com/game/celtic_kings_rage_of_war,199,,199,strategy
643,Ground Control Anthology,https://www.gog.com/game/ground_control_expansion,389,,389,strategy
644,Startopia,https://www.gog.com/game/startopia,149,,149,strategy
645,Эадор. Сотворение,https://www.gog.com/game/eador_genesis,149,,149,strategy
646,Europa Universalis,https://www.gog.com/game/europa_universalis,149,,149,strategy
647,Imperium Galactica,https://www.gog.com/game/imperium_galactica,199,,199,strategy
648,Age of Wonders 3 - Golden Realms,https://www.gog.com/game/age_of_wonders_3_golden_realms,279,,279,strategy
649,Stars in Shadow: Legacies,https://www.gog.com/game/stars_in_shadow_legacies,169,,169,strategy
650,Alien Nations,https://www.gog.com/game/alien_nations,99,,99,strategy
651,"Warhammer 40,000 Gladius – Reinforcement Pack",https://www.gog.com/game/warhammer_40000_gladius_reinforcement_pack,319,,319,strategy
652,Democracy 3: Social Engineering,https://www.gog.com/game/democracy_3_social_engineering,129,,129,strategy
653,Democracy 3: Extremism,https://www.gog.com/game/democracy_3_extremism,129,,129,strategy
654,Democracy 3: Clones and Drones,https://www.gog.com/game/democracy_3_clones_and_drones,149,,149,strategy
655,В тылу врага 2,https://www.gog.com/game/faces_of_war,99,,99,strategy
656,Cossacks 3: Rise to Glory,https://www.gog.com/game/cossacks_3_rise_to_glory,299,,299,strategy
657,Dark Reign 2,https://www.gog.com/game/dark_reign_2,249,,249,strategy
658,Pizza Connection 3 OST,https://www.gog.com/game/pizza_connection_3_ost,104,,104,strategy
659,Jagged Alliance: Deadly Games,https://www.gog.com/game/jagged_alliance_deadly_games,129,,129,strategy
660,Offworld Trading Company - OST,https://www.gog.com/game/offworld_trading_company_ost,249,,249,strategy
661,80 Days,https://www.gog.com/game/80_days,249,,249,strategy
662,Galactic Civilizations III - Lost Treasures DLC,https://www.gog.com/game/galactic_civilizations_iii_lost_treasures_dlc,99,,99,strategy
663,Galactic Civilizations III - Precursor Worlds DLC,https://www.gog.com/game/galactic_civilizations_iii_precursor_worlds,99,,99,strategy
664,8-bit Armies - Guardians Campaign,https://www.gog.com/game/8bit_armies_guardians_campaign,99,,99,strategy
665,BATTLETECH - Shadow Hawk Pack,https://www.gog.com/game/battletech_shadowhawk_pack,102,,102,strategy
666,Craft The World - Sisters in Arms,https://www.gog.com/game/craft_the_world_sisters_in_arms,79,,79,strategy
667,Периметр,https://www.gog.com/game/perimeter,129,,129,strategy
668,Star Wolves 2,https://www.gog.com/game/star_wolves_2,99,,99,strategy
669,Nexus: The Jupiter Incident,https://www.gog.com/game/nexus_the_jupiter_incident,249,,249,strategy
670,Dungeons 2: A Chance of Dragons,https://www.gog.com/game/dungeons_2_a_chance_of_dragons,79,,79,strategy
671,Dungeons 2: A Song of Sand and Fire,https://www.gog.com/game/dungeons_2_a_song_of_sand_and_fire,79,,79,strategy
672,Age of Civilizations II,https://www.gog.com/game/age_of_civilizations_ii,149,,149,strategy
673,Earth 2150 Trilogy,https://www.gog.com/game/earth_2150_trilogy,169,,169,strategy
674,Демиурги,https://www.gog.com/game/etherlords,169,,169,strategy
675,Демиурги II,https://www.gog.com/game/etherlords_2,169,,169,strategy
676,Hard West: Scars of Freedom,https://www.gog.com/game/hard_west_scars_of_freedom,79,,79,strategy
677,S2: Silent Storm Gold Edition,https://www.gog.com/game/silent_storm_gold,199,,199,strategy
678,Overlord + Raising Hell,https://www.gog.com/game/overlord_raising_hell,199,,199,strategy
679,Six Ages: Ride Like the Wind,https://www.gog.com/game/six_ages_ride_like_the_wind,435,,435,strategy
680,Factorio Soundtrack,https://www.gog.com/game/factorio_soundtrack,170,,170,strategy
681,Offworld Trading Company - Limited Supply DLC,https://www.gog.com/game/offworld_trading_company_limited_supply_dlc,139,,139,strategy
682,Offworld Trading Company - Ceres Initiative DLC,https://www.gog.com/game/offworld_trading_company_ceres_initiative_dlc,129,,129,strategy
683,Offworld Trading Company - Real Mars Map Pack DLC,https://www.gog.com/game/offworld_trading_company_real_mars_map_pack_dlc,129,,129,strategy
684,Offworld Trading Company - The Patron and the Patriot DLC,https://www.gog.com/game/offworld_trading_company_the_patron_and_the_patriot_dlc,129,,129,strategy
685,Offworld Trading Company - Blue Chip Ventures DLC,https://www.gog.com/game/offworld_trading_company_blue_chip_ventures_dlc,129,,129,strategy
686,Offworld Trading Company - Scenario Toolkit DLC,https://www.gog.com/game/offworld_trading_company_map_toolkit_dlc,129,,129,strategy
687,Foundation Soundtrack,https://www.gog.com/game/foundation_soundtrack,133,,133,strategy
688,Черные бушлаты,https://www.gog.com/game/men_of_war_red_tide,129,,129,strategy
689,Offworld Trading Company - Conspicuous Consumption DLC,https://www.gog.com/game/offworld_trading_company_conspicuous_consumption_dlc,79,,79,strategy
690,I Am Not A Monster - Multiplayer Version,https://www.gog.com/game/i_am_not_a_monster_multiplayer_version,61,,61,strategy
691,Massive Assault: Phantom Renaissance,https://www.gog.com/game/massive_assault_phantom_renaissance,249,,249,strategy
692,M.A.X. + M.A.X. 2,https://www.gog.com/game/m_a_x_m_a_x_2,249,,249,strategy
693,Fantasy General II - Invasion,https://www.gog.com/game/fantasy_general_ii_invasion,725,,725,strategy
694,Gary Grigsby's War in the East: Lost Battles,https://www.gog.com/game/gary_grigsbys_war_in_the_east_lost_battles,349,,349,strategy
695,"Warhammer 40,000: Armageddon - Golgotha",https://www.gog.com/game/warhammer_40000_armageddon_golgotha,129,,129,strategy
696,Galactic Civilizations III: Crusade Expansion Pack,https://www.gog.com/game/galactic_civilizations_iii_crusades_expansion_pack,419,,419,strategy
697,Fear Effect: Sedna,https://www.gog.com/game/fear_effect_sedna,435,,435,strategy
698,8-bit Hordes Soundtrack,https://www.gog.com/game/8bit_hordes_soundtrack,99,,99,strategy
699,Slay the Spire - Soundtrack,https://www.gog.com/game/slay_the_spire_soundtrack,154,,154,strategy
700,Order of Battle: Morning Sun,https://www.gog.com/game/order_of_battle_morning_sun,349,,349,strategy
701,8-bit Hordes,https://www.gog.com/game/8bit_hordes,349,,349,strategy
702,Beholder - Blissful Sleep,https://www.gog.com/game/beholder_blissful_sleep,119,,119,strategy
703,Realpolitiks,https://www.gog.com/game/realpolitiks,499,,499,strategy
704,Strategic Command Classic: Global Conflict,https://www.gog.com/game/strategic_command_classic_global_conflict,515,,515,strategy
705,Gary Grigsby's War in the West: Operation Torch,https://www.gog.com/game/gary_grigsbys_war_in_the_west_operation_torch,419,,419,strategy
706,MarZ: Tactical Base Defense,https://www.gog.com/game/marz_tactical_base_defense,465,,465,strategy
707,Imperator: Rome - Deluxe Edition Upgrade Pack,https://www.gog.com/game/imperator_rome_deluxe_edition_upgrade_pack,399,,399,strategy
708,Battlezone: Combat Commander,https://www.gog.com/game/battlezone_combat_commander,435,,435,strategy
709,Shadow Tactics: Blades of the Shogun - Soundtrack,https://www.gog.com/game/shadow_tactics_blades_of_the_shogun_soundtrack,99,,99,strategy
710,Niche - a genetics survival game,https://www.gog.com/game/niche,389,,389,strategy
711,Fantasy General II - Invasion General Edition,https://www.gog.com/game/fantasy_general_ii_invasion_general_edition,1389,,1389,strategy
712,Craft the World - Abandoned Mines,https://www.gog.com/game/craft_the_world_abandoned_mines,0,,0,strategy
713,Wartile Original Soundtrack,https://www.gog.com/game/wartile_original_soundtrack,129,,129,strategy
714,Frozen Cortex Mega Tier,https://www.gog.com/game/frozen_cortex_mega_tier,379,,379,strategy
715,60 Parsecs!,https://www.gog.com/game/60_parsecs,399,,399,strategy
716,"Warhammer 40,000: Gladius - Relics of War Lord of Skulls",https://www.gog.com/game/warhammer_40000_gladius_relics_of_war_lord_of_skulls,82,,82,strategy
717,Banner Saga 3: Deluxe Edition,https://www.gog.com/game/banner_saga_3_deluxe_edition,889,,889,strategy
718,War for the Overworld: Crucible,https://www.gog.com/game/war_for_the_overworld_crucible,0,,0,strategy
719,Galactic Civilizations III - Mech Parts Kit DLC,https://www.gog.com/game/galactic_civilizations_iii_mech_parts_kit_dlc,89,,89,strategy
720,Age of Civilizations II,https://www.gog.com/game/age_of_civilizations_ii,149,,149,strategy
721,Earth 2150 Trilogy,https://www.gog.com/game/earth_2150_trilogy,169,,169,strategy
722,Демиурги,https://www.gog.com/game/etherlords,169,,169,strategy
723,Демиурги II,https://www.gog.com/game/etherlords_2,169,,169,strategy
724,Hard West: Scars of Freedom,https://www.gog.com/game/hard_west_scars_of_freedom,79,,79,strategy
725,S2: Silent Storm Gold Edition,https://www.gog.com/game/silent_storm_gold,199,,199,strategy
726,Overlord + Raising Hell,https://www.gog.com/game/overlord_raising_hell,199,,199,strategy
727,Six Ages: Ride Like the Wind,https://www.gog.com/game/six_ages_ride_like_the_wind,435,,435,strategy
728,Factorio Soundtrack,https://www.gog.com/game/factorio_soundtrack,170,,170,strategy
729,Offworld Trading Company - Limited Supply DLC,https://www.gog.com/game/offworld_trading_company_limited_supply_dlc,139,,139,strategy
730,Offworld Trading Company - Ceres Initiative DLC,https://www.gog.com/game/offworld_trading_company_ceres_initiative_dlc,129,,129,strategy
731,Offworld Trading Company - Real Mars Map Pack DLC,https://www.gog.com/game/offworld_trading_company_real_mars_map_pack_dlc,129,,129,strategy
732,Offworld Trading Company - The Patron and the Patriot DLC,https://www.gog.com/game/offworld_trading_company_the_patron_and_the_patriot_dlc,129,,129,strategy
733,Offworld Trading Company - Blue Chip Ventures DLC,https://www.gog.com/game/offworld_trading_company_blue_chip_ventures_dlc,129,,129,strategy
734,Offworld Trading Company - Scenario Toolkit DLC,https://www.gog.com/game/offworld_trading_company_map_toolkit_dlc,129,,129,strategy
735,Foundation Soundtrack,https://www.gog.com/game/foundation_soundtrack,133,,133,strategy
736,Черные бушлаты,https://www.gog.com/game/men_of_war_red_tide,129,,129,strategy
737,Offworld Trading Company - Conspicuous Consumption DLC,https://www.gog.com/game/offworld_trading_company_conspicuous_consumption_dlc,79,,79,strategy
738,I Am Not A Monster - Multiplayer Version,https://www.gog.com/game/i_am_not_a_monster_multiplayer_version,61,,61,strategy
739,Massive Assault: Phantom Renaissance,https://www.gog.com/game/massive_assault_phantom_renaissance,249,,249,strategy
740,M.A.X. + M.A.X. 2,https://www.gog.com/game/m_a_x_m_a_x_2,249,,249,strategy
741,Fantasy General II - Invasion,https://www.gog.com/game/fantasy_general_ii_invasion,725,,725,strategy
742,Gary Grigsby's War in the East: Lost Battles,https://www.gog.com/game/gary_grigsbys_war_in_the_east_lost_battles,349,,349,strategy
743,"Warhammer 40,000: Armageddon - Golgotha",https://www.gog.com/game/warhammer_40000_armageddon_golgotha,129,,129,strategy
744,Galactic Civilizations III: Crusade Expansion Pack,https://www.gog.com/game/galactic_civilizations_iii_crusades_expansion_pack,419,,419,strategy
745,Fear Effect: Sedna,https://www.gog.com/game/fear_effect_sedna,435,,435,strategy
746,8-bit Hordes Soundtrack,https://www.gog.com/game/8bit_hordes_soundtrack,99,,99,strategy
747,Slay the Spire - Soundtrack,https://www.gog.com/game/slay_the_spire_soundtrack,154,,154,strategy
748,Order of Battle: Morning Sun,https://www.gog.com/game/order_of_battle_morning_sun,349,,349,strategy
749,8-bit Hordes,https://www.gog.com/game/8bit_hordes,349,,349,strategy
750,Beholder - Blissful Sleep,https://www.gog.com/game/beholder_blissful_sleep,119,,119,strategy
751,Realpolitiks,https://www.gog.com/game/realpolitiks,499,,499,strategy
752,Strategic Command Classic: Global Conflict,https://www.gog.com/game/strategic_command_classic_global_conflict,515,,515,strategy
753,Gary Grigsby's War in the West: Operation Torch,https://www.gog.com/game/gary_grigsbys_war_in_the_west_operation_torch,419,,419,strategy
754,MarZ: Tactical Base Defense,https://www.gog.com/game/marz_tactical_base_defense,465,,465,strategy
755,Imperator: Rome - Deluxe Edition Upgrade Pack,https://www.gog.com/game/imperator_rome_deluxe_edition_upgrade_pack,399,,399,strategy
756,Battlezone: Combat Commander,https://www.gog.com/game/battlezone_combat_commander,435,,435,strategy
757,Shadow Tactics: Blades of the Shogun - Soundtrack,https://www.gog.com/game/shadow_tactics_blades_of_the_shogun_soundtrack,99,,99,strategy
758,Niche - a genetics survival game,https://www.gog.com/game/niche,389,,389,strategy
759,Fantasy General II - Invasion General Edition,https://www.gog.com/game/fantasy_general_ii_invasion_general_edition,1389,,1389,strategy
760,Craft the World - Abandoned Mines,https://www.gog.com/game/craft_the_world_abandoned_mines,0,,0,strategy
761,Wartile Original Soundtrack,https://www.gog.com/game/wartile_original_soundtrack,129,,129,strategy
762,Frozen Cortex Mega Tier,https://www.gog.com/game/frozen_cortex_mega_tier,379,,379,strategy
763,60 Parsecs!,https://www.gog.com/game/60_parsecs,399,,399,strategy
764,"Warhammer 40,000: Gladius - Relics of War Lord of Skulls",https://www.gog.com/game/warhammer_40000_gladius_relics_of_war_lord_of_skulls,82,,82,strategy
765,Banner Saga 3: Deluxe Edition,https://www.gog.com/game/banner_saga_3_deluxe_edition,889,,889,strategy
766,War for the Overworld: Crucible,https://www.gog.com/game/war_for_the_overworld_crucible,0,,0,strategy
767,Galactic Civilizations III - Mech Parts Kit DLC,https://www.gog.com/game/galactic_civilizations_iii_mech_parts_kit_dlc,89,,89,strategy
768,Mutant Year Zero: Road to Eden Demo,https://www.gog.com/game/mutant_year_zero_road_to_eden_demo,0,,0,strategy
769,Shadow Tactics: Blades of the Shogun Demo,https://www.gog.com/game/shadow_tactics_demo,0,,0,strategy
770,Mainlining: Deluxe Edition Upgrade,https://www.gog.com/game/mainlining_deluxe_edition_upgrade,49,,49,strategy
771,BATTLETECH - Digital Deluxe Content,https://www.gog.com/game/battletech_digital_deluxe_content,299,,299,strategy
772,Overfall Soundtrack,https://www.gog.com/game/overfall_soundtrack,129,,129,strategy
773,Alder's Blood,https://www.gog.com/game/alders_blood,6399,,6399,strategy
774,Archeo: Shinar,https://www.gog.com/game/archeo_shinar,299,,299,strategy
775,Mutant Year Zero: Road to Eden - Fan Edition,https://www.gog.com/game/mutant_year_zero_road_to_eden_fan_edition,1899,,1899,strategy
776,Ashes of the Singularity: Escalation - Turtle Wars DLC,https://www.gog.com/game/ashes_of_the_singularity_escalation_turtle_wars_dlc,79,,79,strategy
777,Gary Grigsby's War in the East: Don to the Danube,https://www.gog.com/game/gary_grigsbys_war_in_the_east_don_to_the_danube,349,,349,strategy
778,Полное собрание Sudden Strike 4,https://www.gog.com/game/sudden_strike_4_complete_collection,1099,,1099,strategy
779,Dungeons 3: Lord of the Kings,https://www.gog.com/game/dungeons_3_lord_of_the_kings,319,,319,strategy
780,Order of Battle: U.S. Marines,https://www.gog.com/game/order_of_battle_us_marines,249,,249,strategy
781,Steel Division 2 - Pre-Order Pack,https://www.gog.com/game/steel_division_2_preorder_pack,133,,133,strategy
782,Field of Glory: Empires,https://www.gog.com/game/field_of_glory_empires,725,,725,strategy
783,Dungeons 3: An Unexpected DLC,https://www.gog.com/game/dungeons_3_an_unexpected_dlc,149,,149,strategy
784,Frostpunk: The Last Autumn,https://www.gog.com/game/frostpunk_the_last_autumn,6399,,6399,strategy
785,1971 Project Helios,https://www.gog.com/game/1971_project_helios,6399,,6399,strategy
786,Galactic Civilizations III - Altarian Prophecy DLC,https://www.gog.com/game/galactic_civilizations_iii_altarian_prophecy_dlc,99,,99,strategy
787,Imperator: Rome,https://www.gog.com/game/imperator_rome,725,,725,strategy
788,Nantucket - Songs of the Braves,https://www.gog.com/game/nantucket_songs_of_the_braves,82,,82,strategy
789,Jagged Alliance 2: Unfinished Business,https://www.gog.com/game/jagged_alliance_2_unfinished_business,249,,249,strategy
790,В тылу врага,https://www.gog.com/game/soldiers_heroes_of_world_war_ii,159,,159,strategy
791,Hostile Waters: Antaeus Rising,https://www.gog.com/game/hostile_waters_antaeus_rising,149,,149,strategy
792,Seven Kingdoms 2 HD,https://www.gog.com/game/seven_kingdoms_2,249,,249,strategy
793,Combat Chess,https://www.gog.com/game/combat_chess,129,,129,strategy
794,Earth 2160,https://www.gog.com/game/earth_2160,129,,129,strategy
795,Haegemonia Gold Edition,https://www.gog.com/game/haegemonia_gold_edition,189,,189,strategy
796,Praetorians,https://www.gog.com/game/praetorians,129,,129,strategy
797,Tropico Reloaded,https://www.gog.com/game/tropico_reloaded,129,,129,strategy
798,Strategic Command: European Theater,https://www.gog.com/game/strategic_command_european_theater,199,,199,strategy
799,Кодекс войны,https://www.gog.com/game/fantasy_wars,149,,149,strategy
800,Age of Wonders: Shadow Magic,https://www.gog.com/game/age_of_wonders_shadow_magic,199,,199,strategy
801,Battle Isle: The Andosia War,https://www.gog.com/game/battle_isle_the_andosia_war,299,,299,strategy
802,Desperados 2: Cooper's Revenge,https://www.gog.com/game/desperados_2,199,,199,strategy
803,Darwinia,https://www.gog.com/game/darwinia,249,,249,strategy
804,Spacechem,https://www.gog.com/game/spacechem,249,,249,strategy
805,Аномалия: Поле битвы — Земля,https://www.gog.com/game/anomaly_warzone_earth,199,,199,strategy
806,Tropico 3 Gold Edition,https://www.gog.com/game/tropico_3_gold_edition,249,,249,strategy
807,Fragile Allegiance,https://www.gog.com/game/fragile_allegiance,149,,149,strategy
808,Multiwinia,https://www.gog.com/game/multiwinia,249,,249,strategy
809,King of Dragon Pass,https://www.gog.com/game/king_of_dragon_pass,249,,249,strategy
810,Moonbase Commander,https://www.gog.com/game/moonbase_commander,389,,389,strategy
811,Антология Блицкриг 2,https://www.gog.com/game/blitzkrieg_2_anthology,129,,129,strategy
812,Puddle,https://www.gog.com/game/puddle,189,,189,strategy
813,Defender's Quest,https://www.gog.com/game/defenders_quest,299,,299,strategy
814,Space Colony HD,https://www.gog.com/game/space_colony_hd,249,,249,strategy
815,O.R.B.: Off-World Resource Base,https://www.gog.com/game/orb_offworld_resource_base,129,,129,strategy
816,Mutant Year Zero: Road to Eden Demo,https://www.gog.com/game/mutant_year_zero_road_to_eden_demo,0,,0,strategy
817,Shadow Tactics: Blades of the Shogun Demo,https://www.gog.com/game/shadow_tactics_demo,0,,0,strategy
818,Mainlining: Deluxe Edition Upgrade,https://www.gog.com/game/mainlining_deluxe_edition_upgrade,49,,49,strategy
819,BATTLETECH - Digital Deluxe Content,https://www.gog.com/game/battletech_digital_deluxe_content,299,,299,strategy
820,Overfall Soundtrack,https://www.gog.com/game/overfall_soundtrack,129,,129,strategy
821,Alder's Blood,https://www.gog.com/game/alders_blood,6399,,6399,strategy
822,Archeo: Shinar,https://www.gog.com/game/archeo_shinar,299,,299,strategy
823,Mutant Year Zero: Road to Eden - Fan Edition,https://www.gog.com/game/mutant_year_zero_road_to_eden_fan_edition,1899,,1899,strategy
824,Ashes of the Singularity: Escalation - Turtle Wars DLC,https://www.gog.com/game/ashes_of_the_singularity_escalation_turtle_wars_dlc,79,,79,strategy
825,Gary Grigsby's War in the East: Don to the Danube,https://www.gog.com/game/gary_grigsbys_war_in_the_east_don_to_the_danube,349,,349,strategy
826,Полное собрание Sudden Strike 4,https://www.gog.com/game/sudden_strike_4_complete_collection,1099,,1099,strategy
827,Dungeons 3: Lord of the Kings,https://www.gog.com/game/dungeons_3_lord_of_the_kings,319,,319,strategy
828,Order of Battle: U.S. Marines,https://www.gog.com/game/order_of_battle_us_marines,249,,249,strategy
829,Steel Division 2 - Pre-Order Pack,https://www.gog.com/game/steel_division_2_preorder_pack,133,,133,strategy
830,Field of Glory: Empires,https://www.gog.com/game/field_of_glory_empires,725,,725,strategy
831,Dungeons 3: An Unexpected DLC,https://www.gog.com/game/dungeons_3_an_unexpected_dlc,149,,149,strategy
832,Frostpunk: The Last Autumn,https://www.gog.com/game/frostpunk_the_last_autumn,6399,,6399,strategy
833,1971 Project Helios,https://www.gog.com/game/1971_project_helios,6399,,6399,strategy
834,Galactic Civilizations III - Altarian Prophecy DLC,https://www.gog.com/game/galactic_civilizations_iii_altarian_prophecy_dlc,99,,99,strategy
835,Imperator: Rome,https://www.gog.com/game/imperator_rome,725,,725,strategy
836,Nantucket - Songs of the Braves,https://www.gog.com/game/nantucket_songs_of_the_braves,82,,82,strategy
837,Jagged Alliance 2: Unfinished Business,https://www.gog.com/game/jagged_alliance_2_unfinished_business,249,,249,strategy
838,В тылу врага,https://www.gog.com/game/soldiers_heroes_of_world_war_ii,159,,159,strategy
839,Hostile Waters: Antaeus Rising,https://www.gog.com/game/hostile_waters_antaeus_rising,149,,149,strategy
840,Seven Kingdoms 2 HD,https://www.gog.com/game/seven_kingdoms_2,249,,249,strategy
841,Combat Chess,https://www.gog.com/game/combat_chess,129,,129,strategy
842,Earth 2160,https://www.gog.com/game/earth_2160,129,,129,strategy
843,Haegemonia Gold Edition,https://www.gog.com/game/haegemonia_gold_edition,189,,189,strategy
844,Praetorians,https://www.gog.com/game/praetorians,129,,129,strategy
845,Tropico Reloaded,https://www.gog.com/game/tropico_reloaded,129,,129,strategy
846,Strategic Command: European Theater,https://www.gog.com/game/strategic_command_european_theater,199,,199,strategy
847,Кодекс войны,https://www.gog.com/game/fantasy_wars,149,,149,strategy
848,Age of Wonders: Shadow Magic,https://www.gog.com/game/age_of_wonders_shadow_magic,199,,199,strategy
849,Battle Isle: The Andosia War,https://www.gog.com/game/battle_isle_the_andosia_war,299,,299,strategy
850,Desperados 2: Cooper's Revenge,https://www.gog.com/game/desperados_2,199,,199,strategy
851,Darwinia,https://www.gog.com/game/darwinia,249,,249,strategy
852,Spacechem,https://www.gog.com/game/spacechem,249,,249,strategy
853,Аномалия: Поле битвы — Земля,https://www.gog.com/game/anomaly_warzone_earth,199,,199,strategy
854,Tropico 3 Gold Edition,https://www.gog.com/game/tropico_3_gold_edition,249,,249,strategy
855,Fragile Allegiance,https://www.gog.com/game/fragile_allegiance,149,,149,strategy
856,Multiwinia,https://www.gog.com/game/multiwinia,249,,249,strategy
857,King of Dragon Pass,https://www.gog.com/game/king_of_dragon_pass,249,,249,strategy
858,Moonbase Commander,https://www.gog.com/game/moonbase_commander,389,,389,strategy
859,Антология Блицкриг 2,https://www.gog.com/game/blitzkrieg_2_anthology,129,,129,strategy
860,Puddle,https://www.gog.com/game/puddle,189,,189,strategy
861,Defender's Quest,https://www.gog.com/game/defenders_quest,299,,299,strategy
862,Space Colony HD,https://www.gog.com/game/space_colony_hd,249,,249,strategy
863,O.R.B.: Off-World Resource Base,https://www.gog.com/game/orb_offworld_resource_base,129,,129,strategy
864,Anno 1404: Gold Edition,https://www.gog.com/game/anno_1404_gold_edition,849,-74%,219,simulation
865,Surviving Mars - First Colony Edition,https://www.gog.com/game/surviving_mars_first_colony_edition,1199,-66%,409,simulation
866,Stardew Valley,https://www.gog.com/game/stardew_valley,299,,299,simulation
867,Anno 1701 A.D.,https://www.gog.com/game/anno_1701_ad,599,-75%,150,simulation
868,Anno 1602 A.D.,https://www.gog.com/game/anno_1602_ad,599,-75%,150,simulation
869,Caesar 3,https://www.gog.com/game/caesar_3,249,-20%,199,simulation
870,Her Story,https://www.gog.com/game/her_story,259,-89%,29,simulation
871,Anno 1503 A.D.,https://www.gog.com/game/anno_1503_ad,299,-74%,79,simulation
872,Surviving Mars,https://www.gog.com/game/surviving_mars,515,-65%,179,simulation
873,SimCity™ 3000 Unlimited,https://www.gog.com/game/simcity_3000,649,,649,simulation
874,The Guild 3,https://www.gog.com/game/the_guild_3,899,,899,simulation
875,Transport Fever 2,https://www.gog.com/game/transport_fever_2,825,,825,simulation
876,RollerCoaster Tycoon: Deluxe,https://www.gog.com/game/rollercoaster_tycoon_deluxe,149,,149,simulation
